Gene	TCGA-A6-2682-01A	TCGA-A6-2683-01A	TCGA-A6-2685-01A	TCGA-A6-2686-01A	TCGA-A6-5662-01A	TCGA-A6-5667-11A	TCGA-AA-3489-11A	TCGA-AA-3496-11A	TCGA-AA-3511-11A	TCGA-AA-3514-11A
CERCAM	873	270	2301	2199	1510	759	912	1058	904	465
CERK	477	596	1843	1360	3265	4911	2188	2209	4585	3177
CERKL	61	8	84	380	146	266	273	218	439	449
CERS1	0	4	11	5	13	3	33	14	7	3
CERS2	1136	2099	2965	6141	9940	5483	3724	3339	5526	5700
CERS3	0	0	1	13	1	0	1	6	1	1
CERS3-AS1	0	0	1	0	0	0	3	2	0	0
CERS4	30	17	470	730	841	269	526	338	524	162
CERS5	419	344	765	2062	2445	863	1210	843	1063	912
CERS6	342	405	911	3439	2863	2996	1646	1315	4087	2702
CERS6-AS1	2	2	3	5	1	5	1	1	4	3
CES1	106	2	235	175	324	667	2600	3438	463	750
CES1P1	5	0	0	0	8	6	77	2	1	4
CES1P2	0	0	0	0	0	0	0	0	0	0
CES2	1751	1923	6920	11330	7980	54195	13115	15073	39179	38873
CES3	837	2485	666	1154	173	13379	2129	2973	9337	7200
CES4A	11	174	58	144	91	212	53	37	76	58
CES5A	3	0	1	0	1	1	0	1	1	0
CES5AP1	0	1	0	8	0	8	12	1	4	0
CETN1	0	0	0	0	0	0	0	0	0	0
CETN2	583	330	1366	5469	2234	889	3228	1809	976	1174
CETN3	183	12	252	444	931	486	924	415	621	538
CETN4P	0	0	1	3	2	3	10	8	4	3
CETP	13	13	48	31	24	30	25	8	59	26
CFAP126	0	0	0	0	0	0	0	0	0	0
CFAP20	475	796	854	2465	2337	1060	1233	709	1115	1016
CFAP221	0	0	3	10	1	1	8	6	4	0
CFAP36	274	94	418	320	1650	788	1992	1128	773	729
CFAP43	0	1	5	63	33	30	7	8	11	8
CFAP44	79	41	95	422	159	533	92	103	410	163
CFAP44-AS1	0	0	1	3	0	0	0	0	2	0
CFAP45	7	27	6	37	23	10	4	4	13	6
CFAP46	6	2	3	54	2	10	11	5	5	1
CFAP52	16	2	2	103	14	7	5	2	10	11
CFAP53	2	2	6	40	23	16	19	9	15	14
CFAP54	1	0	4	16	5	31	55	26	26	17
CFAP57	0	0	2	10	2	9	6	2	5	11
CFAP58	0	2	4	5	4	5	9	13	4	1
CFAP61	1	4	8	9	1	3	16	10	6	0
CFAP69	33	5	40	496	154	109	137	86	89	94
CFAP70	7	7	15	500	51	50	19	20	53	22
CFAP74	8	3	1	2	34	3	2	4	3	6
CFAP97	370	135	594	2154	3977	876	1879	1173	1194	1084
CFAP99	0	1	0	1	0	0	0	1	2	1
CFB	248	134	165	266	1001	178	1101	186	210	1440
CFC1	0	0	0	0	0	3	6	0	7	0
CFC1B	0	0	0	0	0	0	0	0	0	0
CFD	477	503	3852	1728	299	3549	4219	3074	3630	2934
CFDP1	505	398	1283	1734	4912	2866	2397	1702	3050	2556
CFH	308	61	1136	1339	519	1818	2907	1650	2846	2613
CFHR1	0	0	4	1	0	1	10	0	0	0
CFHR2	0	0	0	0	0	0	0	0	0	0
CFHR3	11	1	0	3	36	7	9	9	8	3
CFHR4	0	0	0	0	0	0	0	0	0	0
CFHR5	0	0	0	0	0	0	0	0	0	0
CFI	379	35	408	561	393	228	429	495	239	931
CFL1	18884	25789	32128	55903	70038	69310	54127	37981	74031	104738
CFL1P1	0	1	6	31	23	8	17	7	19	3
CFL1P2	10	16	11	6	7	1	4	7	5	17
CFL1P3	1	2	1	0	1	1	0	0	0	1
CFL1P4	1	2	5	0	4	1	1	0	1	3
CFL1P5	5	4	5	26	12	4	5	3	4	7
CFL1P6	0	0	0	2	0	4	0	0	2	0
CFL1P7	0	0	1	0	0	0	0	0	0	0
CFL1P8	0	0	0	0	0	0	0	0	0	0
CFL2	151	10	932	880	735	862	9534	6997	714	711
CFLAR	799	1014	1987	3449	4460	6711	3657	2698	5834	7051
CFLAR-AS1	7	5	12	28	14	47	5	8	32	14
CFP	29	37	114	228	20	219	398	484	249	225
CFTR	1718	1470	4938	58	2010	11584	6152	3544	12042	8439
CFTRP1	0	0	0	0	0	0	0	0	0	0
CFTRP3	0	0	0	0	0	0	0	0	0	0
CGA	5	0	10	8	1	0	1	1	4	1
CGB	0	0	0	3	0	0	0	0	0	0
CGB1	0	0	0	0	0	0	0	0	0	0
CGB2	0	0	1	23	0	1	0	0	0	0
CGB5	0	0	0	6	2	0	0	0	0	0
CGB7	0	1	2	5	4	0	1	1	0	0
CGB8	1	0	0	0	0	0	0	0	0	0
CGGBP1	641	381	1162	3755	5100	3585	3818	2748	4264	3501
CGN	1060	1959	2397	2418	8825	16214	2749	4580	11857	26989
CGNL1	93	83	217	97	538	490	392	412	742	268
CGREF1	482	943	974	1231	1803	45	168	115	131	128
CGRRF1	104	35	169	1103	354	538	1054	525	536	618
CH17-118O6.2	46	2	58	128	264	104	168	65	130	73
CH17-118O6.3	0	0	0	0	0	0	0	0	0	0
CH17-118O6.4	0	0	0	0	0	0	0	0	0	0
CH17-125A10.1	0	0	0	1	0	0	0	0	0	0
CH17-125A10.2	0	0	1	0	0	0	0	0	0	0
CH17-128G5.1	0	0	0	0	0	0	0	0	0	0
CH17-12M21.1	1	15	0	6	2	0	1	1	3	3
CH17-132F21.4	0	0	0	0	0	0	0	0	0	0
CH17-132F21.5	0	0	0	0	0	0	0	0	0	0
CH17-13I23.1	0	0	0	0	0	0	0	0	0	0
CH17-13I23.2	0	0	0	0	0	0	0	0	0	0
CH17-13I23.3	1	1	3	5	17	5	8	19	12	10
CH17-140K24.1	0	0	0	0	0	0	0	0	0	0
CH17-140K24.2	0	0	0	0	0	0	0	1	0	0
CH17-140K24.3	0	0	0	0	0	1	0	0	0	0
CH17-140K24.4	0	0	0	0	0	0	0	0	0	0
CH17-140K24.5	0	0	1	0	6	2	2	0	0	1
CH17-140K24.6	0	1	0	2	18	0	2	4	2	1
CH17-140K24.7	0	0	0	0	1	0	0	0	0	0
CH17-140K24.8	0	0	0	0	1	0	0	1	0	0
CH17-164J11.1	0	0	0	0	0	0	0	0	0	0
CH17-189H20.1	2	1	26	40	116	30	84	50	39	10
CH17-219N22.1	0	0	0	0	0	0	0	0	0	0
CH17-224D4.1	0	0	1	0	0	0	0	0	2	0
CH17-228N4.2	0	0	0	0	0	0	0	0	0	0
CH17-232I21.1	0	0	0	0	0	0	0	0	0	0
CH17-248H7.2	0	0	0	0	0	0	0	0	0	0
CH17-248H7.3	0	0	0	0	0	0	0	0	0	0
CH17-258A22.4	0	0	0	2	0	2	0	0	0	0
CH17-260O16.1	0	0	0	3	3	4	0	3	2	2
CH17-262A2.1	0	0	0	12	22	4	5	0	15	6
CH17-262O2.1	0	0	0	0	0	1	0	0	1	0
CH17-262O2.2	0	0	0	0	0	0	0	0	0	0
CH17-264B6.1	0	0	0	0	0	0	0	0	0	0
CH17-264B6.3	0	0	0	0	0	0	0	0	0	0
CH17-264B6.4	0	0	0	0	0	0	0	0	0	0
CH17-264L24.1	4	10	19	36	18	59	15	18	99	24
CH17-270A2.1	0	0	0	0	0	0	0	0	0	0
CH17-270A2.2	0	1	0	1	0	0	0	0	1	0
CH17-302M23.1	0	0	0	19	0	3	2	2	4	0
CH17-333M13.1	0	0	0	0	0	0	0	0	0	0
CH17-333M13.2	0	0	0	0	0	0	0	0	0	0
CH17-335B8.4	0	0	0	0	0	0	0	0	0	0
CH17-340M24.3	40	57	74	200	112	109	159	82	101	91
CH17-351M24.1	0	1	0	0	0	1	1	1	0	0
CH17-353B19.1	0	0	0	0	0	0	2	1	2	0
CH17-360D5.1	2	11	5	0	7	32	3	7	27	28
CH17-360D5.2	0	0	3	0	6	1	4	5	2	2
CH17-360D5.3	0	0	2	1	1	0	0	0	0	0
CH17-373J23.1	0	0	0	11	6	4	3	0	5	1
CH17-385C13.2	0	0	2	2	0	7	5	4	6	5
CH17-38B12.4	0	0	0	0	0	0	0	0	0	0
CH17-408M7.1	0	0	0	1	2	2	3	7	3	1
CH17-409J4.2	0	0	0	0	0	0	0	0	0	0
CH17-431G21.1	0	0	4	32	33	20	10	8	14	12
CH17-437K3.1	1	0	7	3	1	8	51	16	12	3
CH17-451C3.1	1	0	1	0	0	2	0	0	3	0
CH17-472G23.1	0	0	1	6	4	3	7	1	2	1
CH17-472G23.2	22	9	55	68	87	23	155	67	43	28
CH17-472G23.4	14	18	36	115	123	280	60	42	244	83
CH17-478G19.2	0	0	0	0	0	0	0	1	0	0
CH17-52D20.1	0	0	0	0	0	0	0	0	0	0
CH17-52D20.2	0	0	0	0	0	0	0	0	0	0
CH17-52D20.3	0	0	0	0	0	0	0	0	0	0
CH17-53B9.2	0	0	0	0	0	0	0	0	0	0
CH17-53B9.4	0	0	0	0	0	0	0	0	0	0
CH17-60O17.1	0	0	0	2	0	2	1	0	8	3
CH17-76K2.6	0	0	0	0	0	0	0	0	0	0
CH17-78J1.1	0	0	0	15	2	0	2	2	5	0
CH17-80A12.1	0	0	0	0	0	0	0	0	0	0
CH25H	33	102	243	224	129	650	156	86	133	72
CH507-145C22.1	0	0	0	0	1	2	0	0	1	0
CH507-145C22.2	0	0	0	0	0	0	0	0	0	0
CH507-145C22.3	0	0	0	0	0	0	0	0	0	0
CH507-145C22.4	0	0	0	0	0	0	0	0	0	0
CH507-152C13.4	0	0	0	0	0	0	0	0	0	0
CH507-152C13.5	0	0	0	0	0	0	0	0	0	0
CH507-152C13.6	0	0	0	0	0	0	0	0	0	0
CH507-154B10.1	7	0	0	0	3	1	0	0	0	6
CH507-154B10.2	6	0	0	1	3	4	5	1	3	3
CH507-154B10.3	0	0	0	0	0	0	0	0	0	0
CH507-210P18.1	0	0	0	0	0	0	0	0	0	0
CH507-210P18.3	0	0	0	0	0	1	0	0	0	0
CH507-210P18.4	0	0	0	0	0	0	0	0	0	0
CH507-210P18.5	0	0	0	0	0	0	0	0	0	0
CH507-216K13.1	0	0	0	0	0	0	0	0	0	0
CH507-216K13.2	0	0	0	0	0	0	0	0	0	0
CH507-236L23.1	0	0	0	0	1	0	0	0	0	0
CH507-236L23.2	0	0	0	0	0	0	0	0	0	0
CH507-236L23.3	0	0	0	0	0	0	0	0	1	0
CH507-236L23.4	0	0	0	0	0	0	0	0	0	0
CH507-236L23.5	0	0	0	0	0	0	0	0	0	0
CH507-24F1.1	0	0	1	0	0	0	0	0	0	1
CH507-24F1.2	0	0	0	0	4	0	0	1	0	3
CH507-254M2.1	0	0	0	0	0	0	0	0	0	0
CH507-254M2.2	0	0	0	0	0	0	0	0	0	0
CH507-254M2.3	0	0	0	1	1	0	0	0	2	0
CH507-254M2.4	0	0	0	0	0	0	0	0	0	0
CH507-254M2.5	0	0	0	0	0	0	0	0	0	0
CH507-254M2.6	0	0	0	0	0	0	0	0	0	0
CH507-338C24.1	0	0	0	0	4	0	0	1	0	0
CH507-338C24.2	0	0	0	1	1	0	0	0	0	0
CH507-338C24.3	0	0	0	0	0	0	0	0	0	0
CH507-396I9.3	0	0	0	0	0	0	0	0	0	0
CH507-396I9.6	0	4	11	3	0	0	0	4	0	1
CH507-396I9.7	0	0	0	0	0	0	0	0	0	0
CH507-39O4.1	0	0	0	0	0	0	0	0	0	0
CH507-39O4.2	0	0	0	1	0	1	0	0	0	0
CH507-39O4.3	0	0	0	0	0	0	0	0	0	0
CH507-42P11.1	0	0	0	0	0	0	0	0	0	0
CH507-42P11.2	0	0	0	0	0	0	0	0	0	0
CH507-42P11.3	0	0	0	0	0	0	0	0	0	0
CH507-42P11.5	0	0	0	0	0	0	0	0	0	0
CH507-42P11.6	0	2	0	0	0	2	0	2	0	0
CH507-42P11.7	0	0	0	0	0	0	0	1	1	0
CH507-42P11.8	46	9	212	192	79	3224	93	30	192	47
CH507-513H4.1	13	15	2	30	78	31	50	21	24	41
CH507-513H4.3	0	0	0	0	0	0	0	0	0	0
CH507-513H4.4	0	0	0	0	0	0	0	0	0	0
CH507-513H4.5	1	6	10	12	16	5	7	4	9	8
CH507-513H4.6	0	1	1	0	0	0	0	0	0	0
CH507-528H12.1	0	0	0	0	3	0	0	0	0	0
CH507-9B2.2	0	0	0	0	0	0	0	0	0	0
CH507-9B2.3	21	125	13	66	9	80	61	31	144	76
CH507-9B2.4	0	0	0	2	0	0	0	0	0	0
CH507-9B2.5	31	102	15	85	8	154	103	131	266	162
CH507-9B2.8	0	0	0	0	0	0	0	0	0	0
CH507-9B2.9	10	7	10	25	45	89	45	36	112	132
CHAC1	96	259	108	191	868	124	246	126	173	134
CHAC2	21	12	51	609	62	128	399	131	202	229
CHAD	5	23	39	49	12	756	31	97	327	101
CHADL	41	45	57	157	125	83	232	208	75	53
CHAF1A	265	1026	479	1151	1108	1177	642	391	1567	1470
CHAF1B	188	142	262	444	332	305	397	175	422	654
CHAMP1	141	200	313	802	3559	1077	713	771	1404	1606
CHAT	0	0	4	0	1	27	7	30	33	26
CHCHD1	446	519	849	1764	1896	1279	2160	867	1478	1788
CHCHD10	933	1895	2519	3591	621	5117	3091	1992	3758	5854
CHCHD2	4644	4720	5184	17833	12939	8796	16657	5963	7662	9382
CHCHD2P1	0	0	0	0	0	0	0	0	0	0
CHCHD2P11	0	2	0	0	0	0	0	0	0	1
CHCHD2P2	42	163	74	106	129	35	57	32	52	56
CHCHD2P3	0	0	0	0	0	0	0	0	0	2
CHCHD2P4	1	0	0	0	0	0	0	0	0	0
CHCHD2P5	0	0	0	0	0	0	0	0	0	1
CHCHD2P6	11	25	28	41	42	22	30	17	21	24
CHCHD2P7	0	0	0	1	0	0	0	0	0	0
CHCHD2P8	0	4	0	1	2	0	0	0	0	0
CHCHD2P9	7	22	31	346	318	95	260	133	218	133
CHCHD3	884	725	1375	4908	3412	3004	3705	2068	3443	4548
CHCHD3P1	0	2	0	0	0	0	0	0	0	0
CHCHD3P2	0	0	0	0	0	0	0	0	1	0
CHCHD3P3	5	1	6	35	9	14	22	8	15	24
CHCHD4	232	152	411	744	967	762	949	540	723	754
CHCHD4P2	0	0	0	0	0	1	0	2	1	6
CHCHD4P3	0	0	0	0	0	0	0	0	0	0
CHCHD4P4	0	0	1	0	0	6	0	0	0	0
CHCHD4P5	0	0	0	0	0	0	0	0	0	0
CHCHD5	433	1338	804	800	943	782	1014	496	708	677
CHCHD6	196	521	423	1268	755	279	549	295	402	259
CHCHD7	405	171	800	2673	2199	1318	1688	856	1438	1362
CHD1	203	75	701	1134	2498	2193	1220	1040	2288	3482
CHD1L	459	350	599	2216	1439	2019	1566	1256	2241	1873
CHD2	400	835	1272	2466	3731	4310	1299	1803	4603	2874
CHD3	774	1685	2224	4278	3893	7004	3125	3160	6858	4987
CHD4	1705	3227	3803	5645	11709	9072	3953	5617	11393	10451
CHD5	30	12	44	61	12	44	47	118	27	30
CHD6	216	441	614	1697	3269	1746	810	1159	2259	936
CHD7	353	591	673	1579	2528	1658	682	540	2284	1645
CHD8	421	870	1259	2121	1948	3543	1724	1757	4104	3485
CHD9	162	138	548	987	1901	2436	1604	1367	2871	2232
CHDH	185	1513	2000	1129	4334	2263	1215	1240	3311	1689
CHEK1	241	96	338	1095	1121	503	613	334	893	1067
CHEK2	204	106	228	1100	598	492	586	296	643	679
CHEK2P2	0	1	0	0	0	0	1	0	0	0
CHEK2P3	0	0	0	0	0	0	0	0	0	0
CHEK2P4	0	0	0	0	0	0	0	0	0	0
CHEK2P5	0	0	0	0	0	0	0	0	0	0
CHERP	406	1742	983	1964	3497	2674	1203	1141	3081	2458
CHFR	391	152	823	603	885	1987	1104	763	1701	1867
CHGA	487	6	1502	6	19	20428	8558	4634	30026	10154
CHGB	18	1	100	4	17	652	543	447	1218	985
CHI3L1	398	110	5129	2142	223	19	373	152	49	40
CHI3L2	17	0	21	51	3	94	325	53	343	268
CHIA	0	1	0	1	0	0	0	0	3	0
CHIAP1	0	0	0	0	0	0	0	0	0	0
CHIAP2	0	0	0	1	0	0	0	0	0	0
CHIAP3	0	0	0	0	2	0	1	0	1	0
CHIC1	92	75	189	106	422	470	532	609	665	456
CHIC2	198	115	378	1470	963	534	744	358	647	569
CHID1	1603	4618	2632	2734	5568	2723	2395	1767	2917	2610
CHIT1	14	95	1195	538	10	40	11	4	190	4
CHKA	262	303	353	1110	1211	2203	513	641	1226	1496
CHKB	35	37	60	221	48	233	62	49	130	61
CHKB-AS1	8	4	21	73	11	16	32	12	16	18
CHKB-CPT1B	8	8	6	21	9	44	5	3	43	26
CHL1	45	5	140	185	59	546	1245	1046	672	597
CHL1-AS1	0	0	0	0	0	1	3	1	0	0
CHL1-AS2	0	0	1	1	0	5	38	16	11	5
CHM	234	116	420	1540	1098	848	1239	807	1028	1104
CHML	113	45	116	201	1500	443	363	334	568	581
CHMP1A	1670	10316	5592	4798	7093	7230	5813	4611	7664	8952
CHMP1AP1	0	1	0	0	0	0	0	0	0	0
CHMP1B	838	679	2041	4620	3767	7645	4240	2646	5137	6763
CHMP1B2P	18	0	11	1	2	34	14	25	53	29
CHMP2A	1991	4578	4077	6312	7009	6769	5833	3841	5794	8857
CHMP2B	827	237	1023	4581	5027	3795	5568	2973	4255	7118
CHMP3	836	1194	1705	6453	7520	6393	8294	5252	7139	6892
CHMP4A	42	24	42	110	62	129	100	73	155	111
CHMP4B	3964	7002	9242	8804	22299	13711	11065	9147	12970	20511
CHMP4BP1	9	15	19	162	15	9	9	8	11	14
CHMP4C	522	99	855	3073	6479	1408	1182	549	950	1451
CHMP5	1400	468	2507	7691	7531	3904	6233	3124	4691	5090
CHMP6	243	364	657	718	1158	1482	1437	795	1665	1802
CHMP7	370	348	901	1850	1612	2712	1960	1747	3191	2521
CHN1	81	28	247	1018	353	151	403	222	294	91
CHN2	374	276	508	205	1922	1104	476	506	1127	1146
CHODL	0	1	98	21	25	204	221	136	154	40
CHODL-AS1	0	0	0	0	0	1	0	0	0	0
CHORDC1	243	113	252	3906	1104	789	791	408	1235	786
CHORDC2P	0	0	1	1	0	0	0	0	0	0
CHP1	1476	1732	3600	9936	7810	15140	6907	7567	11255	30996
CHP2	131	213	1263	3086	401	20933	3069	4957	14261	21755
CHPF	2895	7978	6735	3435	9419	2179	1529	1313	2772	1550
CHPF2	1078	1337	2000	3444	5099	3984	1742	1419	3370	3335
CHPT1	548	479	1007	5039	1818	3211	2743	2780	3743	5913
CHRAC1	371	254	521	1788	2773	1548	1469	1110	1835	1414
CHRD	64	66	170	214	111	180	202	177	170	89
CHRDL1	49	5	1136	715	579	1863	5698	3926	1548	770
CHRDL2	95	6	2476	237	365	83	2194	1070	82	67
CHRFAM7A	0	0	4	38	8	16	12	11	15	2
CHRM1	10	10	28	24	20	99	90	62	244	61
CHRM2	2	0	197	21	183	145	1740	1862	33	151
CHRM3	58	379	307	342	89	454	553	781	355	318
CHRM3-AS1	0	0	0	0	0	1	1	1	2	1
CHRM3-AS2	0	0	6	32	3	71	8	8	48	23
CHRM4	1	10	29	8	13	14	113	72	26	25
CHRM5	0	1	7	10	5	33	5	5	17	18
CHRNA1	10	14	64	34	138	297	83	60	129	130
CHRNA10	9	41	22	59	18	53	8	8	26	9
CHRNA2	0	0	0	4	1	0	0	0	1	0
CHRNA3	78	5	308	103	217	242	740	665	357	207
CHRNA4	1	0	0	1	0	2	1	0	4	1
CHRNA5	33	29	54	184	267	65	149	85	133	110
CHRNA6	5	2	7	9	2	2	0	1	5	0
CHRNA7	2	1	10	122	17	71	26	19	124	116
CHRNA9	0	0	2	0	0	1	0	3	2	3
CHRNB1	171	71	154	1026	1575	345	409	272	285	254
CHRNB2	5	12	19	2	15	20	37	38	43	18
CHRNB3	0	0	0	1	2	0	0	0	0	0
CHRNB4	9	7	27	39	33	15	94	110	29	12
CHRND	0	1	0	1	4	0	0	0	1	0
CHRNE	5	0	15	28	28	13	18	8	18	12
CHRNG	0	5	0	3	7	1	0	0	2	2
CHST1	66	23	80	228	109	59	42	48	69	53
CHST10	28	9	102	81	395	106	213	244	123	82
CHST11	173	63	551	1300	302	606	509	537	952	673
CHST12	256	462	801	961	646	786	532	585	746	701
CHST13	91	11	18	391	76	127	16	50	90	45
CHST14	201	226	476	493	1096	464	441	482	566	365
CHST15	158	58	587	956	1077	981	1146	1793	1242	907
CHST2	100	70	227	444	72	452	355	244	536	586
CHST3	83	110	381	768	395	334	474	663	344	265
CHST4	148	178	5	2	5	2	2	1	18	1
CHST5	35	7	76	2264	12	2907	741	189	2915	853
CHST6	17	10	100	308	49	280	115	69	165	260
CHST7	52	31	122	259	99	123	86	125	152	72
CHST8	1	0	8	0	3	7	7	13	57	6
CHST9	0	0	9	0	1	12	59	50	32	10
CHSY1	193	112	589	1143	1295	1154	752	680	968	909
CHSY3	26	5	88	47	126	36	42	24	38	41
CHTF18	293	2002	1102	1295	759	801	236	194	575	742
CHTF8	926	772	2274	4498	5766	4718	4245	3085	5106	5612
CHTF8P1	0	0	0	0	0	0	2	0	2	1
CHTOP	931	1645	1767	4781	4607	3068	2974	2113	3696	3350
CHUK	196	159	454	1226	1491	1408	1590	959	1645	1840
CHURC1	566	154	614	2404	1335	1493	3548	2397	2505	3351
CHURC1-FNTB	0	0	0	6	1	2	2	2	0	1
CIAO1	956	1469	1672	4768	4785	3157	3006	1984	3414	3231
CIAPIN1	760	1385	1687	4395	3440	1935	2459	1164	2047	2431
CIAPIN1P	3	2	7	3	3	0	2	0	0	6
CIART	4	144	67	154	29	25	85	527	29	39
CIB1	4392	2580	6691	8133	9594	11053	10005	4800	8129	10629
CIB2	44	85	462	568	543	433	539	460	662	481
CIB3	0	1	0	0	0	1	0	0	5	0
CIB4	1	1	0	2	2	1	2	0	3	0
CIC	586	2076	1822	3532	3105	4568	2057	1751	4134	3417
CICP1	0	0	0	0	0	0	0	0	0	0
CICP10	0	0	0	0	0	0	0	0	0	0
CICP11	1	0	0	1	0	0	0	0	0	0
CICP12	0	0	0	0	1	0	1	0	0	0
CICP13	0	1	0	0	0	0	0	0	0	0
CICP14	56	201	96	197	153	472	82	68	267	137
CICP16	3	0	3	5	10	13	5	3	14	1
CICP17	0	0	0	0	0	0	0	0	0	0
CICP18	0	0	0	1	0	0	0	0	0	0
CICP2	0	0	0	0	0	0	0	0	0	0
CICP20	0	0	0	0	0	0	0	0	0	0
CICP22	0	2	0	6	3	0	2	0	2	2
CICP23	0	0	0	0	0	0	0	0	0	1
CICP24	0	0	0	0	0	0	0	0	0	0
CICP26	0	1	0	0	1	2	0	1	0	0
CICP27	0	1	0	0	0	0	1	0	2	0
CICP3	0	0	0	0	2	1	1	0	3	0
CICP4	0	0	0	0	1	0	0	0	0	0
CICP5	0	0	0	0	0	1	2	0	1	0
CICP6	0	0	0	0	0	0	0	0	0	0
CICP7	0	1	0	0	0	1	0	0	0	1
CICP8	0	1	1	0	0	0	1	0	0	0
CICP9	0	1	0	0	0	0	0	0	1	0
CIDEA	0	0	81	0	0	12	13	37	5	2
CIDEB	1	0	1	42	8	18	21	19	26	16
CIDEC	52	7	279	112	34	358	181	117	399	118
CIDECP	85	125	130	546	295	338	315	207	278	288
CIITA	52	63	421	996	166	960	1642	420	2944	3728
CILP	33	11	748	663	469	802	602	2831	913	451
CILP2	46	4	54	22	48	14	9	10	56	5
CINP	528	511	523	1314	1051	1072	1436	704	1128	953
CIPC	264	207	581	1090	1441	2975	1933	2153	2419	3153
CIR1	231	140	643	1884	4040	1679	2496	1231	2068	1765
CIR1P1	0	0	1	0	0	1	0	0	0	0
CIR1P2	0	1	1	7	2	4	1	4	8	2
CIR1P3	0	0	0	0	0	0	0	0	0	0
CIRBP	1020	2554	3823	8588	4622	8834	7326	6174	9474	5533
CIRBP-AS1	8	12	13	40	30	55	34	10	45	27
CIRH1A	727	2384	1612	3368	3077	1073	1884	893	1378	1116
CISD1	285	297	559	1768	1975	1233	1665	1236	1190	1523
CISD1P1	0	0	0	0	0	0	1	0	0	0
CISD2	312	225	500	3145	2290	1028	2119	927	1421	1624
CISD3	1437	1466	1657	4012	2779	4331	3640	2007	3783	4310
CISH	304	1453	884	942	659	1477	765	504	1012	1202
CISTR	0	0	1	0	0	1	5	2	1	0
CIT	146	419	358	1243	689	880	362	522	975	1325
CITED1	34	50	45	160	346	13	6	11	9	6
CITED2	269	683	1142	6100	923	2653	3450	3257	3263	4054
CITED4	71	165	519	624	104	100	244	296	77	63
CITF22-1A6.3	1	9	13	16	15	35	12	8	27	26
CITF22-24E5.1	0	0	0	0	0	0	0	0	0	0
CITF22-49D8.1	0	0	0	0	3	0	1	0	1	0
CITF22-49E9.3	0	2	1	4	3	6	13	2	20	11
CITF22-62D4.1	0	0	0	0	0	0	0	0	2	0
CITF22-92A6.1	32	71	145	102	41	82	49	44	100	53
CITF22-92A6.2	0	0	0	2	0	1	1	1	0	0
CIZ1	1261	5235	2795	6269	6380	5140	3323	2802	4903	4049
CKAP2	315	182	445	966	4511	795	860	623	1151	1537
CKAP2L	122	74	99	730	452	240	156	160	482	640
CKAP2P1	0	1	0	0	0	0	0	0	0	0
CKAP4	1578	922	2876	4032	2061	6384	5520	2942	8713	5963
CKAP5	902	1327	1633	3961	5575	3886	1772	2411	5194	4807
CKB	15927	35143	14764	13391	4020	134862	24192	26013	105307	33023
CKBP1	0	2	3	0	0	0	0	0	0	1
CKLF	77	125	125	493	530	234	567	231	320	385
CKLF-CMTM1	14	6	13	38	9	14	23	3	23	9
CKM	2	5	5	5	31	21	25	161	3	9
CKMT1A	251	265	372	463	286	1716	713	457	1145	2478
CKMT1B	285	186	339	576	273	1265	880	644	733	3051
CKMT2	81	8	1832	10	321	35	73	107	35	35
CKMT2-AS1	36	26	78	148	249	137	160	150	240	79
CKS1B	549	475	572	2605	1384	602	1234	460	787	1055
CKS1BP3	0	1	0	2	2	0	0	2	0	1
CKS1BP5	0	0	0	0	0	0	0	0	0	0
CKS1BP6	0	0	0	0	0	0	2	0	0	0
CKS1BP7	2	1	1	7	2	1	0	0	1	1
CKS2	1206	664	1021	9234	2209	598	1184	442	1092	2051
CLASP1	234	730	781	1671	2502	1862	1084	1696	2028	1719
CLASP2	287	188	575	1073	2767	1328	1766	1857	1753	1459
CLASRP	509	1225	950	3048	1684	1754	845	453	1484	821
CLC	27	14	470	615	21	36	918	129	38	328
CLCA1	1279	198	28208	26	12	48138	76176	35297	98185	119799
CLCA2	1	1	25	0	1	33	57	37	70	74
CLCA3P	0	0	0	5	2	4	65	8	2	18
CLCA4	102	15	326	4	28	26957	30909	36487	21682	75092
CLCC1	171	174	315	671	696	858	863	563	967	945
CLCF1	92	82	392	324	500	172	128	94	202	92
CLCN1	7	8	7	38	7	5	11	2	6	12
CLCN2	268	1488	745	612	1190	5005	950	1545	3475	6628
CLCN3	760	875	1344	5191	9805	10843	5128	3422	9909	7253
CLCN3P1	0	0	1	2	0	1	0	3	0	2
CLCN4	24	411	372	272	620	88	71	98	179	165
CLCN5	173	271	466	1198	428	773	296	268	873	504
CLCN6	105	219	347	804	542	981	574	647	838	522
CLCN7	740	4259	2859	2578	3557	2662	1083	1169	2338	1763
CLCNKA	0	1	3	4	2	70	1	1	2	8
CLCNKB	0	4	3	10	8	79	15	7	11	2
CLCP1	0	0	0	0	0	0	0	0	0	0
CLCP2	0	0	0	1	2	0	0	0	1	1
CLDN1	645	1377	1316	3380	18446	115	108	102	146	142
CLDN10	35	0	501	1	4	1	7	18	7	1
CLDN10-AS1	2	1	5	4	21	0	0	0	0	0
CLDN11	36	14	197	103	184	134	445	311	84	81
CLDN12	1205	1059	1335	6220	3986	2085	2801	1355	3215	2200
CLDN14	42	38	6	30	14	1	10	1	4	10
CLDN15	364	184	1668	6761	868	1370	458	792	1222	1064
CLDN16	6	17	0	33	94	6	1	1	55	2
CLDN17	0	0	0	0	0	1	0	0	1	0
CLDN18	29	1	4	83	2	20	11	2	9	1
