Gene	Length
RP11-384P14.1	569
RP11-336A10.7	196
CSK	4570
IER2	3072
Z77249.1	67
RNU6-24P	107
GPR63	5952
NPM1P25	854
RP11-1143G9.2	1089
RP11-143A12.1	256
RNA5SP351	109
FAM186B	4756
RP11-384G23.2	995
LA16c-380H5.2	608
KPNA5	5556
AURKAPS1	1212
SLCO1C1	4860
MIR5689	78
RP11-426J5.1	796
CEP89	9233
ITGA1	18566
RP11-410N8.3	469
C14orf132	7966
SMYD1	4600
MIR4316	71
RP11-145E5.5	935
CNGB3	5025
RP11-212P7.3	707
RP11-519M16.1	2456
AC007098.1	251
RP11-158H5.8	2021
BBS5	4556
AC015818.6	109
RP3-324O17.7	364
MT3	1837
RP11-15A1.4	4179
HNRNPA1P32	963
LINC01547	2656
SNORD4A	72
RP11-1217F2.7	1006
CALCP	212
RP11-115C10.1	486
TPP2	6752
RP11-804A23.1	355
EIF4A1P10	1216
AP2A2	9638
ZNF569	5016
GS1-600G8.5	1557
RP13-766D20.2	957
RP11-583F24.5	961
RP11-231D20.2	1762
RNU6-530P	107
CTD-2574D22.3	2194
PCED1A	2341
EEF1B2P4	348
RP11-715J22.1	420
RP11-432M8.7	128
RP6-166C19.18	253
RNU1-67P	164
PRAF2	1736
MIR4713	75
RP11-662J14.1	453
PRSS41	957
GABRG1	6785
RP11-448G4.4	247
RNU6-425P	102
HEATR4	4209
YY1P2	948
MIR4701	63
TRAPPC8	9214
RNU1-61P	151
KARSP3	1504
ELAC1	3970
AC007327.5	457
RNA5S5	119
SCAMP1-AS1	1792
RNU6-202P	96
Z99756.1	1951
GATSL2	1363
AC112497.1	639
OR7E14P	1370
RP11-1149O23.1	452
TBC1D3P5	4659
RDH16	3464
RNU6-1203P	110
ZNF830	2246
SLC25A51P2	889
RP11-432M8.13	594
KIF15	5285
RNU2-29P	189
NFAM1	5817
HEATR6	4868
RP11-945A11.2	506
THSD4-AS1	3015
AC104134.2	1747
KNDC1	7985
ZNF254	7602
CTD-2062A1.2	362
RNU6-178P	104
FAM150A	1217
IGHV3-7	430
BOC	10330
FAM118A	6512
TMEM120A	1997
CTD-3105H18.4	1829
AC067959.1	882
CEP85	5422
COMMD9	6592
GDAP1	4052
RP11-47I22.2	5148
AMER3	6543
CCDC79	3095
LINC01546	674
ZSWIM8-AS1	1460
FAT1P1	507
RP11-466A19.1	2480
AC073869.8	658
LINC01232	6199
TMEM92	3101
GNG8	216
RP11-342K2.1	3819
AP000230.1	2044
RP11-831F12.4	173
RNU6-1340P	107
AOX2P	3932
AC022021.1	107
AC079807.2	856
RN7SL775P	336
CTC-510F12.7	491
RP11-542C16.2	2571
TMEM105	3794
RNU6-653P	106
RANP1	651
MAATS1	7106
VAMP1	3580
ZNF443	2753
BMP6	2780
RP11-517A5.6	370
RP11-277B15.3	682
RP11-431K24.2	1075
FP236383.1	61
CDCP1	6507
RP4-570O12.2	354
RALB	2915
RP11-49G2.3	830
AC124312.1	418
ARMCX5	4911
AC231759.2	86
SLC9A7P1	3311
RP11-927P21.6	257
RP1-91J24.1	591
RP11-359B20.1	433
RP11-281H11.2	221
SIAE	8139
PLEKHM1	9233
MIR635	98
DAZAP2	5731
CTD-2535L24.2	1616
OR6C66P	930
GGA3	6640
PTHLH	3377
RP11-1079K10.1	372
MIR877	114
PSORS1C1	5781
RP11-672L10.2	3902
XXbac-BPG154L12.4	3458
RP11-457D13.4	790
DISP1	5382
PRR20E	1847
RP11-96L14.7	1290
MIR125B1	88
RP11-565P22.6	1146
RP11-350G24.1	557
FAM35CP	2470
RP11-114J13.1	547
MIR3690	75
UNGP1	1261
RP11-332J15.1	552
MATN1-AS1	4024
CST1	872
LINC00444	215
CNGB1	7298
RBM14-RBM4	2577
USP9YP3	1766
ARHGAP30	5064
RNU6-755P	103
RP11-91K8.2	202
AC008074.4	572
AC019178.3	505
TAS2R43	1114
FABP1	2470
PRKAR2A	6644
RNVU1-17	164
ARHGEF37	5324
STARD13-IT1	452
AL136231.1	96
IGLV6-57	623
SNORD115-2	82
RP1-69D17.3	391
TPGS1	3840
PDLIM1P3	599
RP11-95O2.5	701
AC087491.2	616
RP11-553D4.2	1053
TRAV1-2	402
ZFYVE9P1	1724
MIR4718	51
RP11-11C20.3	572
RP11-529A4.7	1677
SCUBE1	12135
RP11-421H10.2	235
MIR649	97
AC007193.8	188
RP11-350D17.3	562
RPL26P19	438
CTC-457E21.6	429
MIR1273G	100
KRT126P	690
PEX5L	10236
RP13-565O16.2	730
PLA2G3	2697
ZNF544	7130
RP11-718L23.1	609
AC009159.1	83
SMCR2_2	161
CA15P1	905
CLEC4D	2013
Z98052.1	85
PIGH	2915
TEK	4805
COL7A1	11071
RP11-628E19.2	590
LGMN	3899
WRN	5634
AC013436.6	422
RP11-57H14.4	4237
RNU6-627P	102
RP11-113A11.1	613
PLGLB1	3220
RP11-476C8.2	891
MIR628	112
PSD2	4513
RPL10AP6	652
CH507-9B2.2	513
ARHGEF7-AS1	321
AHCYP2	1300
CCT4P2	1548
LINC00702	6785
CHCHD2P9	456
MIR4664	71
AP001057.1	799
RP11-272D12.2	531
AC026150.6	1156
AE000658.31	570
RP11-310H4.2	939
ZFY	5527
LINC01337	440
RNU6-19P	107
PIGFP1	653
RP3-380E11.2	386
RP11-20B24.6	599
TMOD2	11636
RNU6-804P	107
MIR5047	100
RP4-566D2.1	671
BLOC1S6	6812
HDAC9	16827
RNU6-331P	107
RP11-157L3.10	211
NACAP2	624
RP5-919F19.5	382
NLRC3	6686
TMA16P2	601
PIK3C2G	5925
RP11-802D6.1	762
CDRT8	467
CTC-429P9.2	376
L2HGDH	6879
FTH1P8	514
AACS	16094
UBE2D4	4713
RP11-16P20.3	584
RNU5E-1	120
USP35	5233
TNRC6C	11058
RP11-463O9.9	3515
RP11-1072N2.4	380
AC009336.1	138
NDUFAF4P1	519
RP11-169K16.6	490
PRRG4	5530
AC104534.3	963
RP11-439I14.2	456
RERG-IT1	301
RP4-650F12.2	905
TMEM201	6966
GCKR	3146
GATC	4422
HSPA14	4818
FOXO3	7721
SWSAP1	1684
PCDHAC1	6943
RNU6-599P	107
RP5-1142J19.2	208
SH3GL1P3	930
C11orf87	5884
LINC01262	879
RNU6-418P	107
RP11-86K22.1	931
MRPS18B	1888
RP11-89K18.1	421
MIR517C	95
RP11-17J14.2	389
ZNF75D	6819
SNRPGP12	213
RP11-419C19.3	632
RP11-131P10.2	1080
RPS26	1943
AC004893.11	4194
AC026512.1	74
MIR4765	77
RP11-131K5.1	511
MYBL2	2777
AC107613.1	98
MTR	11374
WWC2-AS1	404
AC011431.1	230
SNX30	11578
RP11-468E2.5	747
RP11-417O18.1	898
RP13-444H2.1	852
HSD11B2	2674
AC011897.2	346
SLC7A5	4745
RP11-126H7.4	1922
RP3-322G13.7	814
ZIM2	2834
CD2AP	6751
RP11-286N22.8	7522
POLI	9471
AL713997.1	88
SLC35A4	4023
RPL5P12	851
CTB-30L5.1	550
RP1-261G23.4	803
BEST4	2047
CTD-2382H12.2	179
AC010900.2	1296
RNU6-685P	95
RP3-323N1.2	430
OR6K1P	971
AC097533.1	479
LSM1	1690
MIR4646	63
RP11-46J23.1	745
RP11-480D4.5	208
RP11-12K11.1	167
AC137527.2	70
RP11-85O21.4	460
RPS21	1023
ZNF816-ZNF321P	2341
SARNP	3396
RNU6-546P	107
RNA5SP114	113
SIGLEC11	3173
RP11-157E21.2	268
RSU1P1	441
RP11-677O4.4	489
SDC4P	601
AP006748.1	346
CARTPT	1216
RNU6-560P	108
TAGLN	3917
RP11-197K3.1	1855
RP11-560I19.2	373
HDHD1	3168
TRAPPC2P4	331
CTB-55O6.12	3186
KB-1083B1.1	449
SAFB	7036
FABP12P1	322
USP49	10921
AC008746.3	529
ANKRD54	4487
SPANXN3	590
RP11-989F5.3	317
AC097374.4	613
RP11-12N13.6	291
TMEM156	2562
GSG1L	5213
RP11-66C24.1	339
HLA-DRB5	1260
KIAA0556	9784
RARRES2P3	473
PIN1	4570
C9orf40	2327
AC091321.1	96
DOCK11	6664
RNU7-180P	63
RP11-483E17.1	951
SLC7A9	2597
RP11-398M15.1	451
RP11-245C17.2	487
LILRP2	2127
GCNT1P4	329
CD37	4161
FTH1P20	548
RP11-710E1.1	745
ALKBH6	4293
C15orf41	9009
RP11-571M6.18	433
CSTP1	419
AL137251.1	89
SIGLEC18P	909
HIST1H1A	648
EVI5L	6252
OR2V1	948
MT-TE	69
ENSAP1	326
AP000244.11	201
RP11-117L5.1	5658
RP11-394J1.2	525
HTR2C	4842
RRP1B	5762
PRPSAP2	4734
SULT1A1	8909
LA16c-306E5.3	529
RP11-459E5.1	2191
HDX	7258
AP000487.6	539
LINC01352	962
RP11-887P2.6	779
RP11-102J14.1	473
RPL7P46	740
CTB-50L17.9	510
RP3-391O22.3	399
AL132709.6	110
RP11-413E6.1	468
CTD-2240H23.2	594
ROPN1L-AS1	189
SV2A	4824
HIST1H2AM	393
RP11-361L15.3	437
ENPP7P2	943
MIR145	88
SCHLAP1	1436
AC093484.4	477
MIR210	110
RP11-100L22.1	1013
C20orf197	2732
OR6C3	936
RP11-164C12.2	2284
CPNE3	6793
RNU1-74P	171
AC138969.1	60
GAPDHP50	993
AC004595.1	100
CTD-2501O3.2	768
AL161626.1	57
RP11-643G5.7	666
PRC1	5525
LL22NC03-48A11.14	366
CTC-276P9.4	1374
KIRREL3-AS3	1768
FAM108A9P	574
RP11-127O4.2	369
HOXD9	1870
RP11-417O18.2	622
RP11-70K10.2	486
CLPTM1	5229
AL121578.2	710
RP11-403I13.10	296
FAM216A	2753
RN7SL604P	296
SPRYD7	3340
ST13P15	1107
RP11-728E14.2	404
RP11-63A11.1	1326
CDC42-IT1	692
TAS2R18	910
CITF22-24E5.1	549
LINC01094	2951
IGHJ3P	50
FASTKD1	4451
C1QTNF1	4854
SLC29A2	2720
SPIN2B	1478
RP11-65J3.14	1934
SCART1	8015
SMPD1	2750
RP3-510L9.1	704
RNU4-18P	149
AC079613.1	797
KB-1507C5.3	533
C11orf54	6269
AP001046.5	2798
LINC00235	2253
RP5-865E18.2	76
AC092755.4	97
AC008984.7	404
AC231759.1	89
LSR	2916
FAM186A	8296
AC147651.4	731
MESDC1	4845
LMNA	6985
GIMAP1	4846
AKT1S1	5737
RNU6-233P	141
RP3-382I10.2	294
RP11-268G13.1	2180
RP11-388G22.1	570
IGLVIV-53	367
RP11-690D19.4	372
IL2RA	3176
LARP7P3	337
MIR1228	73
RP11-287J9.1	310
HSPE1P19	295
AC100800.1	72
MIR606	96
FUBP1	5666
OR51I1	945
KCNE2	1051
SUGP2	7744
BCAS2	1299
RP11-274E7.2	720
MIR1282	101
TMPO	8593
RP11-208N20.1	138
MEGF10	9007
RP1-101K10.6	663
RNY4P3	95
CSGALNACT1	6580
RP11-348J12.2	442
RP11-401G5.1	614
CEBPG	4411
Z69720.2	472
RP11-716H6.2	571
RP11-379B18.1	259
AC091939.1	95
RNF14	4987
RNU4-58P	141
RP11-1055B8.10	352
RP11-575N15.1	279
LINC00562	2470
CXXC1P1	3148
GBA3	2932
RP1-287H17.1	929
LRRC29	2807
RP11-432M8.12	596
RP11-329B9.5	467
FAM9A	1590
RP11-126O22.1	11812
APOL3	5901
RP1-137D17.1	2685
CASC21	290
MIR1265	86
SPANXN1	1276
CTD-3118D11.2	502
RP11-144A16.8	970
GTF3A	3001
XXyac-YR12DB5.1	1235
AC068446.1	86
CTSF	2896
BUD31	2381
TLR8-AS1	1349
RP11-324J13.1	897
ABCB10	4256
VSIG10L	3771
MIR548D2	97
CTD-3020H12.4	348
RP11-629B11.4	678
IPCEF1	8474
RP3-446N13.3	700
RP11-730A19.7	301
ZNF688	3023
RP11-118E18.4	1412
NIM1K	3619
RP1-63M2.5	440
RP11-457M11.5	1724
MRPL54	1003
MARCH4	4447
RP1-135L22.1	386
AC124057.5	404
LINC01282	880
RP11-468E2.11	1200
RN7SKP256	314
CNBP	1927
KRT18P14	1250
TRPM2	6705
TTTY5	1562
RP11-9G1.3	3274
FLJ36000	3801
RP11-667M19.2	586
C10orf67	3347
OR2K2	1038
STIP1P3	1624
REPS2	11311
SNORD62B	86
RP11-13J8.1	1269
OR51C1P	942
RP11-546B15.1	988
RP6-166C19.12	252
ARL5AP4	512
TRIM41	12803
ANKRD36B	6771
TTC36	1009
Z83819.1	92
CHMP7	4698
RP11-407G23.1	472
RNU6-625P	107
AC002463.3	1188
RNU11-3P	133
ANKRD34C	4951
GPC3	2711
AC016831.5	352
CDC20B	4496
EOGT	5645
SNORD97	142
SLC41A2	5151
VEGFC	2420
CTD-2230M5.1	168
CTB-131B5.2	3025
IGKV3D-11	478
DPRXP5	539
RP11-567N4.3	800
GSTP1P1	319
PAN2	7288
AL354764.1	82
ROPN1B	4048
RP11-223I10.1	598
PFDN1	2156
RP11-144I2.1	1855
RNA5SP69	117
CTC-304I17.4	299
RNA5SP180	101
RNU6-441P	106
RP11-77H9.5	409
AC098587.1	68
EML1	8899
AL589986.2	789
TSNAX	6241
RP11-186B7.4	4822
PHKBP1	1951
AC007271.3	382
ARL5B	7196
RP11-956J14.2	699
PSMC1P13	985
ABCA7	8367
RP11-649A18.3	2161
GPS2P1	986
REC114	927
DSG2	6190
PIGT	2428
SGTA	3801
TEKT4P2	2309
AC011406.2	370
DSTNP1	465
PEX16	3013
RP11-145A3.2	534
RP11-594C13.2	369
RP11-529O20.2	241
RN7SL15P	301
RPL21P110	446
SNORD104	70
ZSCAN5B	2059
YAP1	6296
SNORD94	137
KRT17P2	2145
FAM21C	5702
KLRF2	731
ECHDC1	5678
RNU6-855P	104
SRSF1P1	520
DUS4L	5439
RP1-69E11.3	248
COX6CP12	202
RP5-1184F4.5	986
RNU7-195P	62
RP13-582O9.7	223
SGK1	9992
PRKRIR	7727
RNU4-77P	156
RP11-475I24.3	2579
RP3-337H4.6	882
USP9YP22	294
TAS2R60	957
TOB1-AS1	2149
MIR5100	119
RP11-465I4.3	612
RP11-264L1.3	707
ESRRAP2	3051
TMEM101	3029
BNC2	15323
XRCC6P5	1795
PDIA2	2248
ACTBP9	1099
AL359314.1	86
RN7SL416P	298
RP11-592P9.3	240
MTND4P13	1023
CNKSR2	7160
ATP5G1P5	411
C10orf120	1064
LINC00907	9813
RP11-442O1.3	3306
SIRPB2	5034
RP11-531A21.3	580
ALAS1	2536
CEND1P1	455
RP11-20G13.2	198
CTD-3105H18.9	428
LA16c-381G6.1	1773
AC026904.1	3549
RP11-846F4.5	1039
RP11-218M11.6	771
RP11-200K12.2	527
RNU6-790P	105
RP11-290H9.4	713
RPN2	2819
RP11-616M22.10	330
TPT1P5	521
MIR147B	80
RP1-142L7.8	594
AP001434.2	287
ACN9	2303
RP11-461L13.4	410
CNIH2	2069
SHCBP1L	2982
GOLGA2P7	4915
RP11-421P23.2	581
CCDC155	5624
RP11-521C22.3	1556
RP11-108F14.1	713
ANKAR	5758
RP11-571F15.2	327
RNU6-930P	100
SEMA3D	8062
SPG11	11853
ANK3	25614
KRT8P20	1409
AC108022.1	89
MBD4	3356
UNC5B	6841
PPY2	846
KRT18P41	1277
RSPH4A	2840
CTD-2311B13.9	1669
RP11-455B2.9	243
LINC00466	2240
RP5-1125M8.2	476
RP5-1185H19.2	914
RP11-44I10.3	438
ABC7-43041300I9.1	454
VIPR1-AS1	5197
AP002815.1	105
EIF4BP5	1795
GAPDHP46	994
LA16c-60D12.2	6179
RP5-942I16.1	691
FAF2	5954
LINC00951	554
POTEG	2231
MIR4730	76
RMST_8	165
HIST1H2BO	381
CTD-2176I21.2	451
MTND2P20	661
RP11-805J14.3	497
MIR3612	87
RP11-325D15.2	592
SP140	5582
PNLIPRP2	1574
NEU4	4689
AF127936.7	3635
RP11-34P13.14	323
SSBP3	5227
MIR4722	60
TRIM54	2764
PYGO2	3630
RP11-548H3.1	759
HMGN1	5102
FAM225A	6100
DKFZp313A047	942
NAE1	4810
NDE1	8039
RP11-104G3.7	460
LINC01192	3079
FAM217A	3138
RP11-848G14.2	1073
AC009065.3	60
RNU6-466P	103
DHH	1936
RP11-619L19.2	445
LINC00160	693
MTND5P30	1731
GATA3	3253
AP001625.4	449
METTL15P1	1045
GPANK1	3528
RP11-527H14.1	1101
AC104654.1	2215
F12	2769
FABP5P10	408
PPP1R14B	1655
RP11-552I14.1	1253
RP11-449L23.2	2276
EIF3KP2	626
RP11-60E8.2	193
AC093381.2	1124
EFHC2	3319
CTC-287O8.1	565
RP11-244N9.4	285
HMGA1	2327
RP11-616L12.4	1453
GPRIN3	15205
NBPF22P	1603
RP11-556N4.1	1955
GPR12	5298
FKBP15	11060
AC074183.4	782
RP11-296O14.3	2282
MIPEPP2	1819
IGHJ4	46
CTD-2349P21.10	308
LINC00460	1152
ARHGAP1	6138
RP11-372E1.4	2060
GGTA2P	1125
CD163L1	5690
FURIN	4728
CHMP2B	3106
KDM4B	14716
AC006026.9	1803
LRRC8E	4329
RN7SL385P	276
CTA-714B7.4	380
RP11-327F22.6	746
PDE7B	5946
RP4-552O12.1	1401
RP11-341G23.4	1063
RP1-27K12.2	3994
AP2M1	4756
RP11-18I14.11	521
RP11-175I6.1	295
MIR3934	107
AP001429.1	530
XXyac-YX65C7_A.3	746
RP4-621N11.2	1394
AF111168.1	107
KRTAP20-1	275
RP11-736N17.4	2285
RP11-767C1.1	635
TF	8565
DEFB107B	389
IQCF4	1174
AC099676.1	93
LINC01118	2267
SLC25A44	7293
CDKN2A	4329
MRGBP	2781
RNU6-1268P	107
AC253572.1	1133
RP11-12D24.10	615
PCM1	14445
IMMP1LP2	492
NXPE1	4317
STAC2	3362
KRTAP9-4	967
AC008697.1	1990
RN7SL178P	304
SPATA5L1	3406
SEMA3G	5011
RP11-182N22.8	425
RP11-326K13.4	1582
SPATA20	5337
TRGV2	544
RNU6-742P	107
RP4-700A9.1	171
RP11-534C12.1	160
GNE	5477
RP11-376M2.2	1587
RP11-114H23.2	742
ZBTB49	2889
AC109829.2	375
COX16	1863
AL080285.1	105
RP11-467L24.1	548
FAM199X	7457
MYL10	1009
HBQ1	536
WIPF2	8123
RPS21P4	248
LRRC14B	1573
ZBED6CL	2933
RP11-64C12.7	732
IDH3B	2567
HTR1A	1819
RP11-434P11.2	531
RNF113A	1353
TEX37	795
CYTH2	9509
RPAP3	5381
KRT17P1	2387
RP11-114M5.3	481
ATG12P2	416
DOK6	9387
SNORD115-47	86
FTLP8	267
SYT8	4704
SAE1	3396
C11orf71	2203
MIR6768	72
NFKBID	3198
NDUFB1P1	180
RP11-157L3.9	238
IGHV1-58	414
RP11-370K11.1	389
RP11-652G5.2	120
MIR944	88
RP11-231C18.2	540
MPDZ	11273
CTSK	1887
AC138811.1	127
RNU6-455P	107
POLR3K	1889
MTND2P25	610
CCL4L1	1397
TMEM126A	971
AL590684.1	98
RP11-556I14.3	153
RPL17P11	544
HRH3	2671
PSD4	13442
PSG10P	1819
CCDC85B	1524
MIR1283-1	87
RP11-874J12.3	557
LINC00543	1845
WI2-2334D6.1	517
RP11-651J20.1	911
RP5-1016A21.1	459
RN7SL804P	298
RP4-604A21.1	331
AC004156.3	1882
PID1	3364
OR6C1	1064
MAPK1IP1L	6988
AC007395.4	677
SEMG2	2051
AC093142.2	349
RP11-680H20.1	549
DNM1P33	270
FAM60CP	664
RP1-13D10.5	972
RP11-316A16.1	989
TRDC	1141
MORN3	3856
LINC00462	962
RP4-751H13.5	599
PTMS	1475
C17orf102	3997
MIR1292	66
POPDC2	2445
RP11-646I6.5	529
PRR15	1982
RP11-673E1.1	1921
ALDH1L1-AS2	2719
CNP	7426
RP11-1012A1.4	804
RP11-1112C15.1	2109
ZUFSP	2656
AC009362.2	406
RN7SKP67	235
LINC00162	733
LILRA2	5349
AC005324.6	1582
WDR27	10244
AC109925.1	237
CDY11P	1651
ONECUT2	16234
RPS18P13	454
MIR30C2	113
RP11-640N11.2	6314
TRBV29-1	402
RPL21P126	478
NUTM2B-AS1	14755
RP3-525L6.2	359
RP11-356O9.1	738
CTD-2562J15.4	578
FLG2	9124
RP11-62J1.4	364
IKZF3	10008
AC010364.1	131
RP11-242P2.2	551
TLR8	4353
RP11-511H23.1	590
HMGN2P35	270
SNAPC4	5010
CLEC10A	2469
CTD-2376I4.2	494
RWDD1	5909
RNA5SP322	119
RP11-81A22.5	562
RP4-560B9.4	451
RBMY1J	2043
RP11-485B17.3	237
ZNF502	3273
OR5B15P	904
AP000457.2	378
RP11-21B23.3	517
HIST1H1PS2	223
TARSL2	4584
RP11-158H5.7	4382
RP11-121G22.3	2024
SGOL1	3828
TNFRSF12A	1848
IGFL1P2	330
ARPC4	3608
SELL	2725
MRO	5525
RP11-19G24.1	814
RP11-133K1.7	4028
NUDT15	2098
RPL21P134	483
CTB-32O4.2	817
RNA5SP259	109
RNU6-1177P	104
RP11-457M11.7	3929
RP11-649E7.8	114
LATS2	5578
ACSF3	11629
RNU6-110P	104
bP-21264C1.1	768
FLYWCH1	8419
RP11-343N15.2	529
BRINP2	3953
RASGRP1	6097
SMNDC1	5417
ZNF723P	2400
KB-1410C5.1	633
AL022400.1	91
TAC3	1574
CTD-2008P7.10	721
CTD-2313P7.1	520
MIR4999	91
AC017101.10	571
GNG4	5401
AC023347.2	462
RP11-497E19.1	2448
RP11-314B1.2	5141
RP11-343P9.1	318
RP11-173A16.1	637
SNRPCP19	460
AL672294.1	462
RP11-68E19.1	1525
PTPLA	3102
AC020921.1	129
FCF1	4747
TAOK1	16980
TRIP12	12594
RP11-798K3.2	1015
AL118509.1	95
CES1P1	3411
AC012181.2	61
RP11-109L13.1	822
SPECC1L-ADORA2A	6204
COL8A1	9408
CTD-2168K21.2	490
CTA-221G9.7	482
QRSL1P1	1540
AC104395.1	555
GSTO2	9921
AL450423.1	112
GPR157	5372
RP11-435M3.2	481
FCF1P5	482
RP11-70F11.11	2459
RP11-94M14.3	831
SFTA1P	781
AC091813.2	943
AC008280.1	412
CPZ	3447
RP11-1217F2.10	787
HIGD1B	861
HIRAP1	787
RP5-857K21.11	547
VLDLR-AS1	4688
C14orf166	8323
TUBB1	3496
RP11-314A20.1	402
IL6R	6453
LLNLR-260G6.1	341
GTF3C6	1067
RNU6-1078P	103
RN7SL837P	287
MLECP1	709
RRAGC	5167
B4GALNT2	8961
RP6-29D12.4	833
AC069285.1	65
RP11-120K19.4	407
RP11-873E20.1	1609
RPL39P	156
TMEM255A	3858
PRDM14	2443
ANKRD23	4116
SHISA9	10155
SUMO3	2732
RP5-1011O1.2	396
RPL34P17	347
USP51	4407
CTD-2014N11.2	1141
KRT17	2537
MROH2A	5730
TRAJ34	58
TRMT112P5	334
DIRC2	3596
RP11-799D4.2	559
SEC62-AS1	346
UNC93B4	747
ZNF799	5055
FABP5P13	328
AC090181.1	127
HILS1	1219
RP11-148O21.3	435
RP11-816B4.1	249
DOHH	2387
RN7SKP1	307
RP11-829H16.1	201
IGHVIII-82	250
RNU6-327P	127
BAG4	4809
RP11-1078H9.6	2626
RP11-53I6.1	388
WT1-AS	5561
MIR6814	70
PTTG4P	352
RP11-326A19.4	597
ST8SIA6-AS1	2022
AC122136.1	87
MRFAP1	2655
TRAJ29	60
BCAT2	4553
RP4-743O11.1	294
MIR659	97
OR6M1	1053
RP11-12A20.11	58
RP11-729I10.2	522
RP11-277A4.4	624
AC007255.8	1440
RP11-366M4.8	1360
LYG1	1093
RP11-2F20.1	604
C1orf110	4316
KRT19P6	209
RN7SL795P	282
FLJ31356	3001
PRLR	13108
RP11-474P12.3	547
EEF1D	9390
SLC15A4	5496
RNA5SP225	135
MBTPS2	8927
AC007339.2	85
CDRT1	4478
CTD-2313J23.1	6510
RNU6-255P	105
RP11-73G16.2	488
RPS20P14	360
COX5A	1411
PRPF40A	9536
RP3-355L5.3	747
HNRNPA1P9	950
OR5BD1P	817
RP3-514P16.1	1792
RP11-270M14.1	958
RP11-341N2.1	1107
RNU6-864P	108
TTTY23B	512
ATP5E	5126
CEP95	8048
HNRNPA3P1	1139
TMEM132D	7094
AC016723.4	922
RP11-714L20.1	2264
RN7SL143P	297
AC083884.8	2847
ACAA2	5072
RNU6-690P	106
AC092295.4	434
HARS	8436
HNRNPD	6981
GTF2IP3	494
CCDC129	7246
RNU2-39P	198
BAG6	5310
RNU6-272P	104
RNU6-103P	107
CARD9	6699
RP11-522L3.3	500
AFF1	10733
LRRC74B	5542
ARHGEF38-IT1	456
RP11-538D16.3	1145
RP11-775B15.3	497
AL365232.1	82
CATIP-AS2	535
KB-1043D8.8	373
RP11-481J2.2	1776
MAGEB6P1	1296
SNORD116-5	95
IL1RAP	11558
AATBC	4874
RP11-432M8.18	271
RP11-856B14.10	124
WDR44	4202
TRAJ38	62
CH507-24F1.1	1125
AP000569.9	591
RP11-349A22.3	305
IL2	1119
RN7SL589P	310
RP3-449O17.1	3851
ALMS1P	1654
CDK13	8921
AP000474.1	680
MRPL57	2246
RP11-807H17.1	955
SLC35E3	19501
RP11-224O19.4	711
RP4-594I10.3	1445
AADAT	2981
RNU6-918P	106
GNMT	1072
RP11-684N3.1	701
LPAR6	4348
POU6F1	6021
TNFRSF10D	3538
AC130343.2	111
RP11-242G20.1	576
AP000997.3	2250
USP17L21	1680
NEK11	5355
CCDC185	2054
DEFB127	514
COX6B1P3	260
RNU6-345P	107
RP11-354E23.3	619
AC011410.1	191
HNRNPA1P10	962
RP11-650K20.3	674
RP11-697H9.2	423
STIL	7291
CTD-2363C16.1	563
AC079988.3	544
MCFD2P1	300
DUS1L	5999
AC078814.1	101
RP13-467H17.1	3377
NPIPB4	7773
CTD-2201E9.2	543
RP11-23E19.1	666
RP11-697E2.12	518
RNU7-11P	62
RP11-218C14.5	436
MIR767	111
ZDHHC14	11121
SCGB1B2P	616
ACY3	1300
BNC1	4797
OR5AW1P	1006
TGIF1P1	802
KRT16P3	2351
AC006328.1	83
CD300E	3752
SNORD115-9	82
PPP4R2	5964
CTB-191D16.1	479
MIR6822	61
RP11-272P10.3	645
AC083843.4	2186
PSTPIP2	4120
AC097374.3	1096
POU6F2-AS1	381
MYL12A	3245
NAV2-IT1	506
PLXNA3	11710
RP11-279F6.2	890
CH17-451C3.1	946
PCP4	1106
RP11-192H23.8	458
CTB-47B11.3	2078
SNORD59A	75
CTA-445C9.14	2032
C9orf69	3396
RNU6-964P	69
RPL26P31	433
RP4-777L9.2	774
RNU6-435P	105
RNU6-59P	107
CTD-2256P15.4	2550
PSAT1P2	972
RP11-17E4.1	582
NSUN4	8468
RNU6-1088P	104
GOLGA6L16P	1299
RP11-165F24.3	4016
RPEL1	2130
MCM4	6824
MIR548H1	102
CYCSP30	172
RPL17P44	550
GSTO1	1691
RP11-627G23.1	8255
RP5-1116H23.1	205
CA5BP1	2409
TCEAL4	2518
OR5BK1P	823
TRAF3	8263
GOLGA8H	1899
GGCX	9098
RP11-972K6.1	364
RP11-632K21.7	1084
CTD-2083E4.6	522
CTD-2313N18.8	240
RP11-1M18.1	517
CHCHD3P3	640
GLYATL1P4	906
RP11-70C1.1	897
AP001962.3	559
CH507-338C24.1	7778
MYBBP1A	6203
AMBN	2009
LINC00672	2365
AC011330.5	3235
AC233287.1	96
RP11-455J15.1	769
RP11-51L5.2	348
KATNBL1P6	1466
VMAC	2254
RP1-125I3.4	140
RP11-655M14.4	374
RNU6-415P	97
CLC	635
GTPBP8	3828
RP1-272E8.2	2623
LINC00391	1844
RNU6-407P	104
BCL11B	7855
AC005514.2	208
FBXW11P1	1474
RP11-93G23.2	1901
XGY1	446
KLF17P1	1126
MDP1	1072
RP11-54I5.1	1275
AD000092.3	748
MT-ND4	1378
PRKCA-AS1	2647
TTLL7-IT1	2921
RP11-277I20.2	315
LINC01035	784
RP11-179A18.1	869
RP11-775C24.5	389
ARL2BPP3	751
